path,name,usagov
/US FEDERAL GOVERNMENT/[usagov] Occupational Safety and Health Administration,[usagov] Occupational Safety and Health Administration,"{'name': 'Occupational Safety and Health Administration', 'description': 'The Occupational Safety and Health Administration (OSHA) assures safe and healthful working conditions by setting and enforcing standards, and by providing training, outreach, education and assistance.', 'website': [{'link': 'https://www.osha.gov/', 'title': 'Occupational Safety and Health Administration (OSHA)'}], 'contact': [{'link': 'https://www.osha.gov/contactus', 'title': 'Contact the Occupational Safety and Health Administration'}, {'link': 'https://www.osha.gov/workers/file-complaint', 'title': 'Report a Hazard in Your Workplace'}], 'toll-free_number': ['1-800-321-OSHA (1-800-321-6742)'], 'tty': ['1-877-889-5627'], 'find_an_office_near_you': [{'link': 'https://www.osha.gov/contactus/bystate', 'title': ''}, {'link': 'https://www.osha.gov/contactus/bystate', 'title': 'Find an OSHA Office Near You'}], 'main_address': ['200 Constitution Ave., NW', 'Washington,', 'DC', '20210']}"
/US FEDERAL GOVERNMENT/[usagov] Oak Ridge National Laboratory,[usagov] Oak Ridge National Laboratory,"{'name': 'Oak Ridge National Laboratory', 'description': 'The Oak Ridge National Laboratory conducts world-leading research in advanced materials exploration, alternative fuels, clean energy, and supercomputing.', 'website': [{'link': 'https://www.ornl.gov/', 'title': 'Oak Ridge National Laboratory'}], 'contact': [{'link': 'https://www.ornl.gov/content/contact-us', 'title': ''}, {'link': 'https://www.ornl.gov/content/contact-us', 'title': 'Contact the Oak Ridge National Laboratory'}], 'phone_number': ['1-865-576-0885'], 'toll-free_number': ['1-800-382-6938'], 'main_address': ['P.O. Box 2001', 'Oak Ridge,', 'TN', '37831']}"
/US FEDERAL GOVERNMENT/[usagov] Privacy and Civil Liberties Oversight Board,[usagov] Privacy and Civil Liberties Oversight Board,"{'name': 'Privacy and Civil Liberties Oversight Board', 'description': 'The Privacy and Civil Liberties Oversight Board ensures that the federal government’s efforts to prevent terrorism are balanced with the need to protect privacy and civil liberties.\u200b', 'website': [{'link': 'https://www.pclob.gov/', 'title': 'Privacy and Civil Liberties Oversight Board'}], 'contact': [{'link': 'https://www.pclob.gov/About/Contact', 'title': ''}, {'link': 'https://www.pclob.gov/About/Contact', 'title': 'Contact the Privacy and Civil Liberties Oversight Board'}], 'phone_number': ['1-202-296-4649'], 'email': [{'link': 'mailto:info@pclob.gov', 'title': ''}, {'link': 'mailto:info@pclob.gov', 'title': ''}], 'main_address': ['800 North Capitol Street, NW', 'Suite 565', 'Washington,', 'DC', '20002']}"
/US FEDERAL GOVERNMENT/[usagov] National Prevention Information Network,[usagov] National Prevention Information Network,"{'name': 'National Prevention Information Network', 'description': 'The CDC National Prevention Information Network (NPIN) is the reference and referral service for information on HIV/AIDS, viral hepatitis, sexually transmitted diseases (STDs), and tuberculosis (TB).', 'website': [{'link': 'https://npin.cdc.gov/', 'title': 'National Prevention Information Network'}], 'toll-free_number': ['1-800-458-5231'], 'email': [{'link': 'mailto:NPIN-Info@cdc.gov', 'title': ''}, {'link': 'mailto:NPIN-Info@cdc.gov', 'title': ''}], 'main_address': ['PO Box 6003', 'Rockville,', 'MD', '20849']}"
/US FEDERAL GOVERNMENT/[usagov] Pretrial Services Agency for the District of Columbia,[usagov] Pretrial Services Agency for the District of Columbia,"{'name': 'Pretrial Services Agency for the District of Columbia', 'description': ""The Pretrial Services Agency for the District of Columbia's promotes pretrial justice and enhances community safety."", 'website': [{'link': 'https://www.psa.gov/', 'title': 'Pretrial Services Agency for the District of Columbia'}], 'contact': [{'link': 'https://www.psa.gov/?q=contact', 'title': ''}, {'link': 'https://www.psa.gov/?q=contact', 'title': 'Contact the\xa0Pretrial Services Agency for the District of Columbia'}], 'phone_number': ['1-202-220-5500'], 'email': [{'link': 'mailto:contact@psa.gov', 'title': ''}, {'link': 'mailto:contact@psa.gov', 'title': ''}], 'find_an_office_near_you': [{'link': 'https://www.psa.gov/?q=contact/location_directory', 'title': ''}, {'link': 'https://www.psa.gov/?q=contact/location_directory', 'title': 'Location Directory'}], 'main_address': ['633 Indiana Ave., NW', 'Suite 1120', 'Washington,', 'DC', '20004']}"
/US FEDERAL GOVERNMENT/[usagov] Presidio Trust,[usagov] Presidio Trust,"{'name': 'Presidio Trust', 'description': 'The Presidio Trust preserves the Presidio National Park as an enduring resource for the American people.', 'website': [{'link': 'http://www.presidio.gov', 'title': 'Presidio Trust'}], 'phone_number': ['1-415-561-5418'], 'tty': ['1-415-561-5301'], 'email': [{'link': 'mailto:presidio@presidiotrust.gov', 'title': ''}, {'link': 'mailto:presidio@presidiotrust.gov', 'title': ''}], 'main_address': ['103 Montgomery St.', 'P.O. Box 29052', 'San Francisco,', 'CA', '94129']}"
/US FEDERAL GOVERNMENT/[usagov] Commission on Presidential Scholars,[usagov] Commission on Presidential Scholars,"{'name': 'Commission on Presidential Scholars', 'description': 'The Commission on Presidential Scholars selects and honors the Presidential Scholars, a group of graduating high school seniors of exceptional talent and commitment to public service.', 'website': [{'link': 'http://www.ed.gov/programs/psp/commission.html?exp=0', 'title': 'Commission on Presidential Scholars'}], 'contact': [{'link': 'http://www2.ed.gov/programs/psp/contacts.html', 'title': ''}, {'link': 'http://www2.ed.gov/programs/psp/contacts.html', 'title': 'Contact the Commission on Presidential Scholars'}], 'phone_number': ['1-202-401-0961', '1-319-341-2777 (Application Questions)'], 'email': [{'link': 'mailto:Presidential.Scholars@ed.gov', 'title': ''}, {'link': 'mailto:Presidential.Scholars@ed.gov', 'title': ''}], 'main_address': ['Commission on Presidential Scholars', 'U.S. Department of Education', '400 Maryland Ave., SW', 'Washington,', 'DC', '20202-8173']}"
"/US FEDERAL GOVERNMENT/[usagov] President's Council on Fitness, Sports and Nutrition","[usagov] President's Council on Fitness, Sports and Nutrition","{'name': ""President's Council on Fitness, Sports and Nutrition"", 'description': ""The President's Council on Fitness educates and encourages Americans to adopt a healthy lifestyle."", 'website': [{'link': 'https://health.gov/our-work/nutrition-physical-activity/presidents-council', 'title': ""President's Council on Fitness, Sports and Nutrition""}], 'contact': [{'link': 'https://health.gov/about-odphp/contact-us', 'title': ''}, {'link': 'https://health.gov/about-odphp/contact-us', 'title': ""Contact the President's Council on Fitness,\xa0Sports\xa0and Nutrition""}], 'phone_number': ['1-240-276-9567'], 'email': [{'link': 'mailto:fitness@hhs.gov', 'title': ''}, {'link': 'mailto:fitness@hhs.gov', 'title': ''}], 'main_address': ['1101 Wootton Pkwy.', 'Department W Tower Bldg., Suite 560', 'Rockville,', 'MD', '20852']}"
/US FEDERAL GOVERNMENT/[usagov] Power Administrations,[usagov] Power Administrations,"{'name': 'Power Administrations', 'description': ""There are four power administrations that market the hydroelectric power produced by the Army Corps of Engineers' dams."", 'website': [{'link': 'https://www.energy.gov/offices', 'title': 'Power Administrations'}], 'main_address': ['AK']}"
/US FEDERAL GOVERNMENT/[usagov] Office of Postsecondary Education,[usagov] Office of Postsecondary Education,"{'name': 'Office of Postsecondary Education', 'description': 'The Office of Postsecondary Education develops programs to increase access to postsecondary education. This office works with state accreditation agencies to recognize institutions of higher learning that provide quality education.', 'website': [{'link': 'http://www2.ed.gov/about/offices/list/ope/index.html', 'title': 'Office of Postsecondary Education'}], 'contact': [{'link': 'https://www2.ed.gov/about/offices/list/ope/contacts.html', 'title': ''}, {'link': 'https://www2.ed.gov/about/offices/list/ope/contacts.html', 'title': 'Contact the Office of Postsecondary Education'}], 'phone_number': ['1- 202-502-7750'], 'main_address': ['1990 K St., NW', 'Washington,', 'DC', '20006']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Postal Service,[usagov] U.S. Postal Service,"{'name': 'U.S. Postal Service', 'description': 'The Postal Service provides mail processing and delivery services to individuals and businesses in the U.S.', 'website': [{'link': 'https://www.usps.com/', 'title': 'U.S. Postal Service (USPS)'}], 'contact': [{'link': 'https://www.usps.com/help/contact-us.htm', 'title': 'Contact the U.S. Postal Service'}, {'link': 'https://tools.usps.com/zip-code-lookup.htm', 'title': 'Zip code lookup'}, {'link': 'https://moversguide.usps.com/mgo/disclaimer', 'title': 'U.S. Postal Service Change of Address'}, {'link': 'https://www.usa.gov/postal-service-complaints', 'title': 'File a U.S. Postal Service complaint'}], 'toll-free_number': ['1-800-275-8777', '1-800-222-1811 (Track and Confirm a Package)'], 'tty': ['1-877-889-2457'], 'find_an_office_near_you': [{'link': 'https://tools.usps.com/find-location.htm', 'title': ''}, {'link': 'https://tools.usps.com/find-location.htm', 'title': 'Locate a Post Office'}], 'main_address': ['USPS Office of the Consumer Advocate', ""475 L'Enfant Plaza, SW Room 4012"", 'Washington,', 'DC', '20260-2200']}"
/US FEDERAL GOVERNMENT/[usagov] Postal Regulatory Commission,[usagov] Postal Regulatory Commission,"{'name': 'Postal Regulatory Commission', 'description': 'The Postal Regulatory Commission is responsible for oversight of the U.S. Postal Service, including oversight of rates and services, and ensuring the Postal Service meets all of its legal requirements.', 'website': [{'link': 'http://www.prc.gov', 'title': 'Postal Regulatory Commission'}], 'contact': [{'link': 'http://www.prc.gov/contact/', 'title': ''}, {'link': 'http://www.prc.gov/contact/', 'title': 'Contact the Postal Regulatory Commission'}], 'phone_number': ['1-202-789-6800'], 'main_address': ['901 New York Ave., NW', 'Suite 200', 'Washington,', 'DC', '20268-0001']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Postal Inspection Service,[usagov] U.S. Postal Inspection Service,"{'name': 'U.S. Postal Inspection Service', 'description': 'The U.S. Postal Inspection Service supports and protects the U.S. Postal Service and its customers by enforcing the laws that defend the nation’s mail system from illegal or dangerous use.', 'website': [{'link': 'https://postalinspectors.uspis.gov/', 'title': 'United States Postal Inspection Service'}], 'contact': [{'link': 'https://usps.force.com/emailus/s/', 'title': ''}, {'link': 'https://usps.force.com/emailus/s/', 'title': 'Contact the Postal Inspection Service'}], 'toll-free_number': ['1-877-876-2455'], 'find_an_office_near_you': [{'link': 'https://postalpro.usps.com/ppro-tools/inspection-service', 'title': ''}, {'link': 'https://postalpro.usps.com/ppro-tools/inspection-service', 'title': 'Find Your Local Postal Inspection Service Office'}], 'main_address': ['Criminal Investigations Service Center', 'Attn: Mail Fraud', '433 W Harrison St., Room 3255', 'Chicago,', 'IL', '60699-3255']}"
/US FEDERAL GOVERNMENT/[usagov] Political Affairs,[usagov] Political Affairs,"{'name': 'Political Affairs', 'description': 'The Department of State Undersecretary for Political Affairs manages overall regional and bilateral policy issues, and oversees the bureaus for Africa, East Asia and the Pacific, Europe and Eurasia, the Near East, South and Central Asia, the Western Hemisphere, and International Organizations.', 'website': [{'link': 'http://www.state.gov/p/', 'title': 'Political Affairs'}], 'contact': [{'link': 'https://register.state.gov/contactus/contactusform', 'title': ''}, {'link': 'https://register.state.gov/contactus/contactusform', 'title': 'Contact Political Affairs'}], 'main_address': ['AK']}"
/US FEDERAL GOVERNMENT/[usagov] Office of Policy Development and Research,[usagov] Office of Policy Development and Research,"{'name': 'Office of Policy Development and Research', 'description': 'The Office of Policy Development and Research provides the Department of Housing and Urban Development up-to-date information and analysis of housing and community development issues.', 'website': [{'link': 'https://www.huduser.gov/portal/home.html', 'title': 'Office of Policy Development and Research'}], 'contact': [{'link': 'https://www.huduser.gov/portal/about/pdrconta.html', 'title': ''}, {'link': 'https://www.huduser.gov/portal/about/pdrconta.html', 'title': 'Contact the Office of Policy Development and Research'}], 'phone_number': ['1-202-708-3178'], 'toll-free_number': ['1-800-245-2691'], 'tty': ['1-800-927-7589'], 'email': [{'link': 'mailto:helpdesk@huduser.org', 'title': ''}, {'link': 'mailto:helpdesk@huduser.org', 'title': ''}], 'main_address': ['HUD USER', 'P.O. Box 23268', 'Washington,', 'DC', '20026-3268']}"
/US FEDERAL GOVERNMENT/[usagov] Pipeline and Hazardous Materials Safety Administration,[usagov] Pipeline and Hazardous Materials Safety Administration,"{'name': 'Pipeline and Hazardous Materials Safety Administration', 'description': 'The Pipeline and Hazardous Materials Safety Administration regulates the transport of hazardous materials.', 'website': [{'link': 'http://www.phmsa.dot.gov/', 'title': 'Pipeline and Hazardous Materials Safety Administration'}], 'contact': [{'link': 'https://www.phmsa.dot.gov/about-phmsa/phmsas-mission', 'title': ''}, {'link': 'https://www.phmsa.dot.gov/about-phmsa/phmsas-mission', 'title': 'Contact the Pipeline and Hazardous Materials Safety Administration'}], 'phone_number': ['1-202-366-4433'], 'toll-free_number': ['1-800-424-8802 (Report an Accident)'], 'main_address': ['1200 New Jersey Ave., SE', 'East Building, 2nd Floor', 'Washington,', 'DC', '20590']}"
/US FEDERAL GOVERNMENT/[usagov] Pentagon Force Protection Agency,[usagov] Pentagon Force Protection Agency,"{'name': 'Pentagon Force Protection Agency', 'description': 'The Pentagon Force Protection Agency is a civilian agency that protects the occupants, visitors, and infrastructure of Pentagon facilities.', 'website': [{'link': 'https://www.pfpa.mil/', 'title': 'Pentagon Force Protection Agency'}], 'phone_number': ['1-703-697-1001', '1-703-697-5555 (Emergencies)'], 'tty': ['1-703-693-7008'], 'email': [{'link': 'mailto:pfpa.pentagon.cco.mbx.general@mail.mil', 'title': ''}, {'link': 'mailto:pfpa.pentagon.cco.mbx.general@mail.mil', 'title': ''}], 'main_address': ['AK']}"
/US FEDERAL GOVERNMENT/[usagov] Pension Benefit Guaranty Corporation,[usagov] Pension Benefit Guaranty Corporation,"{'name': 'Pension Benefit Guaranty Corporation', 'description': ""The Pension Benefit Guaranty Corporation insures and guarantees private sector workers' pensions."", 'website': [{'link': 'https://www.pbgc.gov/', 'title': 'Pension Benefit Guaranty Corporation (PBGC)'}], 'contact': [{'link': 'https://www.pbgc.gov/about/pg/contact/contact', 'title': ''}, {'link': 'https://www.pbgc.gov/about/pg/contact/contact', 'title': 'Contact the Pension Benefit Guaranty Corporation'}], 'phone_number': ['1-202-326-4000', '1-202-326-4242 (Plan Sponsors, Administrators or Practitioners)'], 'toll-free_number': ['1-800-400-7242', '1-800-736-2444 (Plan Sponsors, Administrators or Practitioners)'], 'tty': ['1-800-877-8339 (Relay Service)'], 'email': [{'link': 'mailto:mypension@pbgc.gov', 'title': ''}, {'link': 'mailto:mypension@pbgc.gov', 'title': ''}], 'main_address': ['P.O. Box 151750', 'Alexandria,', 'VA', '22315-1750']}"
/US FEDERAL GOVERNMENT/[usagov] Peace Corps,[usagov] Peace Corps,"{'name': 'Peace Corps', 'description': 'Peace Corps volunteers travel to developing countries all over the world to assist with many ongoing efforts including AIDS education, business training, and information infrastructure development.', 'website': [{'link': 'https://www.peacecorps.gov/', 'title': 'Peace Corps'}], 'contact': [{'link': 'https://www.peacecorps.gov/contact/', 'title': ''}, {'link': 'https://www.peacecorps.gov/contact/', 'title': 'Contact the Peace Corps'}], 'toll-free_number': ['1-855-855-1961'], 'find_an_office_near_you': [{'link': 'https://www.peacecorps.gov/volunteer/connect-with-a-recruiter/', 'title': ''}, {'link': 'https://www.peacecorps.gov/volunteer/connect-with-a-recruiter/', 'title': 'Find a Recruitment Office Near You'}], 'main_address': ['1111 20th St., NW', 'Washington,', 'DC', '20526']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Patent and Trademark Office,[usagov] U.S. Patent and Trademark Office,"{'name': 'U.S. Patent and Trademark Office', 'description': 'The U.S. Patent and Trademark Office is the agency responsible for granting U.S. patents and registering trademarks.', 'website': [{'link': 'http://www.uspto.gov/', 'title': 'U.S. Patent and Trademark Office'}, {'link': 'http://www.uspto.gov/trademarks', 'title': 'Trademarks Department'}, {'link': 'http://www.uspto.gov/patents', 'title': 'Patents Department'}], 'contact': [{'link': 'http://www.uspto.gov/about/contacts/index.jsp', 'title': 'Contact the U.S. Patent and Trademark Office'}, {'link': 'https://portal.uspto.gov/EmployeeSearch/', 'title': 'Staff Directory'}], 'phone_number': ['1-571-272-1000'], 'toll-free_number': ['1-800-786-9199 (8:30 am - 8:00 pm, ET)'], 'tty': ['1-571-272-9950'], 'email': [{'link': 'mailto:usptoinfo@uspto.gov', 'title': ''}, {'link': 'mailto:usptoinfo@uspto.gov', 'title': ''}], 'main_address': ['600 Dulany St.', 'Alexandria,', 'VA', '22314']}"
/US FEDERAL GOVERNMENT/[usagov] National Passport Information Center,[usagov] National Passport Information Center,"{'name': 'National Passport Information Center', 'description': 'Contact the National Passport Information Center for information on U.S. passports, including the status of pending applications, as well as the locations of the over 4,500 passport acceptance facilities.', 'website': [{'link': 'https://travel.state.gov/content/travel/en/contact-us/passports.html', 'title': 'National Passport Information Center (NPIC)'}], 'contact': [{'link': 'https://travel.state.gov/content/travel/en/contact-us/passports.html', 'title': 'Contact the National Passport Information Center'}, {'link': 'https://travel.state.gov/content/travel/en/passports/after/status.html', 'title': 'Check the Status of Your Passport Application'}, {'link': 'https://travel.state.gov/content/travel/en/passports/after/lost-stolen.html', 'title': 'Report a Lost or Stolen Passport'}], 'toll-free_number': ['1-877-487-2778'], 'tty': ['1-888-874-7793'], 'email': [{'link': 'mailto:npic@state.gov', 'title': ''}, {'link': 'mailto:npic@state.gov', 'title': ''}], 'find_an_office_near_you': [{'link': 'https://travel.state.gov/content/travel/en/passports/requirements/where-to-apply.html', 'title': ''}, {'link': 'https://travel.state.gov/content/travel/en/passports/requirements/where-to-apply.html', 'title': 'Where to Apply for a U.S. Passport'}], 'main_address': ['Passport Services', 'AK']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Parole Commission,[usagov] U.S. Parole Commission,"{'name': 'U.S. Parole Commission', 'description': ""The Parole Commission considers prisoners' applications for parole, deciding whether or not a prisoner has earned a chance to reintegrate into the community."", 'website': [{'link': 'https://www.justice.gov/uspc', 'title': 'Parole Commission'}], 'contact': [{'link': 'https://www.justice.gov/uspc/contact-commission', 'title': ''}, {'link': 'https://www.justice.gov/uspc/contact-commission', 'title': 'Contact the Parole Commission'}], 'phone_number': ['1-202-346-7000'], 'email': [{'link': 'mailto:public.inquiries@usdoj.gov', 'title': ''}, {'link': 'mailto:public.inquiries@usdoj.gov', 'title': ''}], 'main_address': ['90 K St., NE', 'Third Floor', 'Washington,', 'DC', '20530']}"
/US FEDERAL GOVERNMENT/[usagov] Center for Parent Information and Resources,[usagov] Center for Parent Information and Resources,"{'name': 'Center for Parent Information and Resources', 'description': 'The Center for Parent Information and Resources offers information for children and young people with disabilities under 22 years of age.', 'website': [{'link': 'https://www.parentcenterhub.org/', 'title': 'Center for Parent Information and Resources (CPIR)'}], 'contact': [{'link': 'https://www.parentcenterhub.org/contact-us/', 'title': ''}, {'link': 'https://www.parentcenterhub.org/contact-us/', 'title': 'Contact Form'}], 'phone_number': ['1-973-642-8100'], 'main_address': ['c/o Statewide Parent Advocacy Network (SPAN)', '35 Halsey St., 4th Floor', 'Newark,', 'NJ', '07102']}"
/US FEDERAL GOVERNMENT/[usagov] Office of the Pardon Attorney,[usagov] Office of the Pardon Attorney,"{'name': 'Office of the Pardon Attorney', 'description': 'The Office of the Pardon Attorney assists the president in the exercise of executive clemency by reviewing clemency applications and making recommendations.', 'website': [{'link': 'http://www.usdoj.gov/pardon/index.html', 'title': 'Office of the Pardon Attorney'}], 'contact': [{'link': 'https://www.justice.gov/pardon/contact-office', 'title': ''}, {'link': 'https://www.justice.gov/pardon/contact-office', 'title': 'Contact the Office of the Pardon Attorney'}], 'phone_number': ['1-202-616-6070'], 'email': [{'link': 'mailto:USPardon.Attorney@usdoj.gov', 'title': ''}, {'link': 'mailto:USPardon.Attorney@usdoj.gov', 'title': ''}], 'main_address': ['145 N St., NE', 'Room 5E.508', 'Washington,', 'DC', '20530']}"
/US FEDERAL GOVERNMENT/[usagov] Northwest Power and Conservation Council,[usagov] Northwest Power and Conservation Council,"{'name': 'Northwest Power and Conservation Council', 'description': 'The Northwest Power and Conservation Council develops energy plans for the pacific northwest that include conservation efforts for local fish and wildlife.', 'website': [{'link': 'http://www.nwcouncil.org/', 'title': 'Northwest Power and Conservation Council'}], 'contact': [{'link': 'http://www.nwcouncil.org/contact/', 'title': ''}, {'link': 'http://www.nwcouncil.org/contact/', 'title': 'Contact the Northwest Power and Conservation Council'}], 'phone_number': ['1-503-222-5161'], 'toll-free_number': ['1-800-452-5161'], 'email': [{'link': 'mailto:info@nwcouncil.org', 'title': ''}, {'link': 'mailto:info@nwcouncil.org', 'title': ''}], 'main_address': ['851 S.W. Sixth Ave.', 'Suite 1100', 'Portland,', 'OR', '97204']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Indo-Pacific Command,[usagov] U.S. Indo-Pacific Command,"{'name': 'U.S. Indo-Pacific Command', 'description': 'The U.S. Indo-Pacific Command is responsible for defending and promoting U.S. interests in the Pacific and Asia.', 'website': [{'link': 'https://www.pacom.mil/', 'title': 'Indo-Pacific Command'}], 'contact': [{'link': 'https://www.pacom.mil/Contact/Directory.aspx', 'title': ''}, {'link': 'https://www.pacom.mil/Contact/Directory.aspx', 'title': 'Contact the Indo-Pacific Command'}], 'phone_number': ['1-808-477-6282'], 'main_address': ['USPACOM J01PA', 'Box 64031', 'Camp H.M. Smith,', 'HI', '96861-4031']}"
/US FEDERAL GOVERNMENT/[usagov] Rural Utilities Service,[usagov] Rural Utilities Service,"{'name': 'Rural Utilities Service', 'description': 'The Rural Utilities Service provides funding for the development of rural utilities infrastructure such as water, waste management, power and telecommunications.', 'website': [{'link': 'https://www.rd.usda.gov/about-rd/agencies/rural-utilities-service', 'title': 'Rural Utilities Service'}], 'contact': [{'link': 'https://www.rd.usda.gov/contact-us/national-office/rus', 'title': ''}, {'link': 'https://www.rd.usda.gov/contact-us/national-office/rus', 'title': 'Contact the Rural Utilities Service'}], 'phone_number': ['1-202-720-9540'], 'tty': ['1-800-877-8339 (Federal Relay Service)'], 'find_an_office_near_you': [{'link': 'https://www.rd.usda.gov/contact-us/state-offices', 'title': ''}, {'link': 'https://www.rd.usda.gov/contact-us/state-offices', 'title': 'Find an Office in Your State'}], 'main_address': ['USDA Rural Development, Room 4051-S', '1400 Independence Ave., SW', 'Washington,', 'DC', '20250-1510']}"
/US FEDERAL GOVERNMENT/[usagov] Rural Housing Service,[usagov] Rural Housing Service,"{'name': 'Rural Housing Service', 'description': 'The Rural Housing Service provides grants and loans for housing and community facilities in rural areas of the U.S.', 'website': [{'link': 'https://www.rd.usda.gov/about-rd/agencies/rural-housing-service', 'title': 'Rural Housing Service'}], 'contact': [{'link': 'https://www.rd.usda.gov/contact-us/national-office/rhs', 'title': ''}, {'link': 'https://www.rd.usda.gov/contact-us/national-office/rhs', 'title': 'Contact the Rural Housing Service'}], 'phone_number': ['1-202-690-1533'], 'toll-free_number': ['1-800-414-1226 (Centralized Servicing Center)'], 'tty': ['1-800-877-8339', '1-800-438-1832 (Centralized Servicing Center)'], 'find_an_office_near_you': [{'link': 'https://www.rd.usda.gov/contact-us/state-offices', 'title': ''}, {'link': 'https://www.rd.usda.gov/contact-us/state-offices', 'title': 'Find an Office in Your State'}], 'main_address': ['USDA Rural Development, Room 5014-S', '1400 Independence Ave., SW', 'Washington,', 'DC', '20250-0701']}"
/US FEDERAL GOVERNMENT/[usagov] Rural Development,[usagov] Rural Development,"{'name': 'Rural Development', 'description': 'Rural Development offers loans, grants and loan guarantees to support essential services such as housing, economic development, health care, first responder services and equipment, and water, electric and communications infrastructure.', 'website': [{'link': 'https://www.rd.usda.gov/', 'title': 'Rural Development'}], 'contact': [{'link': 'https://www.rd.usda.gov/contact-us/national-office', 'title': ''}, {'link': 'https://www.rd.usda.gov/contact-us/national-office', 'title': 'Contact Rural Development'}], 'phone_number': ['1-202-720-4581'], 'tty': ['1-800-877-8339 (Federal Relay Service)'], 'find_an_office_near_you': [{'link': 'https://www.rd.usda.gov/contact-us/state-offices', 'title': ''}, {'link': 'https://www.rd.usda.gov/contact-us/state-offices', 'title': 'Find a Rural Development Office in Your State'}], 'main_address': ['USDA Rural Development, Office of the Under Secretary', 'STOP 0108, STE 240-E', '1400 Independence Ave., SW', 'Washington,', 'DC', '20250-0108']}"
/US FEDERAL GOVERNMENT/[usagov] Rural Business and Cooperative Programs,[usagov] Rural Business and Cooperative Programs,"{'name': 'Rural Business and Cooperative Programs', 'description': 'Rural Business and Cooperative Programs provides support for rural businesses, usually through grants and loans.', 'website': [{'link': 'https://www.rd.usda.gov/about-rd/agencies/rural-business-cooperative-service', 'title': 'Rural Business and Cooperative Programs'}], 'contact': [{'link': 'https://offices.sc.egov.usda.gov/locator/app?state=us&agency=rd', 'title': ''}, {'link': 'https://offices.sc.egov.usda.gov/locator/app?state=us&agency=rd', 'title': 'Contact Rural Business and Cooperative Programs'}], 'phone_number': ['1-202-690-4730'], 'tty': ['1-800-877-8339 (Federal Relay Service)'], 'find_an_office_near_you': [{'link': 'https://www.rd.usda.gov/contact-us/state-offices', 'title': ''}, {'link': 'https://www.rd.usda.gov/contact-us/state-offices', 'title': 'Find an Office in Your State'}], 'main_address': ['USDA Rural Development, Room 5045-S', '1400 Independence Ave., SW', 'Washington,', 'DC', '20250-3201']}"
/US FEDERAL GOVERNMENT/[usagov] Risk Management Agency,[usagov] Risk Management Agency,"{'name': 'Risk Management Agency', 'description': 'The Risk Management Agency administers the Federal Crop Insurance Corporation, and provides risk management information and services to farmers and producers.', 'website': [{'link': 'http://www.rma.usda.gov/', 'title': 'Risk Management Agency'}], 'contact': [{'link': 'https://www.rma.usda.gov/en/Contact-Us', 'title': ''}, {'link': 'https://www.rma.usda.gov/en/Contact-Us', 'title': 'Contact the Risk Management Agency'}], 'phone_number': ['1-202-690-2803'], 'email': [{'link': 'mailto:RMA.CCO@rma.usda.gov', 'title': ''}, {'link': 'mailto:RMA.CCO@rma.usda.gov', 'title': ''}], 'find_an_office_near_you': [{'link': 'https://www.rma.usda.gov/RMALocal/Field-Offices/Regional-Offices', 'title': ''}, {'link': 'https://www.rma.usda.gov/RMALocal/Field-Offices/Regional-Offices', 'title': 'Risk Management Agency Local Offices'}], 'main_address': ['1400 Independence Ave., SW', 'Mailstop 0801', 'Washington,', 'DC', '20250-0801']}"
/US FEDERAL GOVERNMENT/[usagov] Rehabilitation Services Administration,[usagov] Rehabilitation Services Administration,"{'name': 'Rehabilitation Services Administration', 'description': 'The Rehabilitation Services Administration oversees grant programs that help individuals with physical or mental disabilities obtain employment and live more independently.', 'website': [{'link': 'http://www.ed.gov/about/offices/list/osers/rsa/index.html?exp=0', 'title': 'Rehabilitation Services Administration'}], 'contact': [{'link': 'https://rsa.ed.gov/about/people', 'title': ''}, {'link': 'https://rsa.ed.gov/about/people', 'title': 'Contact the Rehabilitation Services Administration'}], 'phone_number': ['1-202-245-7468'], 'toll-free_number': ['1-800-827-5327'], 'tty': ['1-800-437-0833'], 'main_address': ['Office of Special Education and Rehabilitative Services', '400 Maryland Ave., SW', 'Washington,', 'DC', '20202-7100']}"
/US FEDERAL GOVERNMENT/[usagov] Office of Refugee Resettlement,[usagov] Office of Refugee Resettlement,"{'name': 'Office of Refugee Resettlement', 'description': 'The Office of Refugee Resettlement provides resources for refugees, asylum seekers, and other new arrivals to the U.S. to assist with their integration into their new community.', 'website': [{'link': 'https://www.acf.hhs.gov/orr', 'title': 'Office of Refugee Resettlement'}], 'contact': [{'link': 'https://www.acf.hhs.gov/orr/about', 'title': ''}, {'link': 'https://www.acf.hhs.gov/orr/about', 'title': 'Contact the Office of Refugee Resettlement'}], 'phone_number': ['1-202-401-9246'], 'find_an_office_near_you': [{'link': 'https://www.acf.hhs.gov/orr/map/find-resources-and-contacts-your-state', 'title': ''}, {'link': 'https://www.acf.hhs.gov/orr/map/find-resources-and-contacts-your-state', 'title': 'Local Partners, Programs, and Offices'}], 'main_address': ['Mary E. Switzer Building', '330 C St., SW', 'Washington,', 'DC', '20201']}"
